cid,smiles
131759363,CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC
131759365,CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC
131759366,CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131759367,CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131759368,CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131759369,CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131759370,CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131759371,CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCC/C=C\\CCCCCC
131759372,CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCCC/C=C\\CCCCCC
131759373,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCCC/C=C\\CCCCCC
131759374,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCCC/C=C\\CCCCCCCC
131759375,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\\CCCCCCCC)COC(=O)CCCCCCC/C=C\\CCCCCC
131759376,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC
131759377,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\\CCCCCCCC)COC(=O)CCCCCCC/C=C\\CCCCCC
131759378,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC/C=C\\CCCCCCCC)COC(=O)CCCCCCC/C=C\\CCCCCC
131759379,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC
131759380,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC
131759381,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC)COC(=O)CCCCCCC/C=C\\CCCCCC
131759382,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\CCCCC
131759383,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC
131759384,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\\C/C=C\\CCCCC)COC(=O)CCCCCCC/C=C\\CCCCCC
131759385,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC
131759386,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC
131759387,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC
131759388,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131759389,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131759390,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131759391,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131759392,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131759393,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCC/C=C\\CCCCCC
131759394,CCCCCC/C=C\\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\\CCCC)COC(=O)CCCCCCC/C=C\\CCCCCC
131759395,CCCCCC/C=C\\CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCC/C=C\\CCCC
131759396,CCCCCCCC/C=C\\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCC/C=C\\CCCC
131759397,CCCCCCCC/C=C\\CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCC/C=C\\CCCC
131759398,CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCC/C=C\\CCCC
131759399,CCCCCCCC/C=C\\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCC/C=C\\CCCC
131759400,CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCC/C=C\\CCCC
131759401,CCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCC
131759402,CCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCC
131759403,CCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCC
131759404,CCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCC
131759405,CCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCC
131759406,CCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCC
131759407,CCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCC
131759408,CCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCC
131759409,CCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\CCCC
131759410,CCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\CCCC
131759411,CCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\CCCC
131759412,CCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\CCCC
131759413,CCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\CCCC
131759414,CCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\CCCC
131759415,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCC/C=C\\CCCC
131759416,CCCCCC/C=C\\CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC
131759417,CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC
131759418,CCCCCCCC/C=C\\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC
131759419,CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC
131759420,CCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC
131759421,CCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC
131759422,CCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC
131759423,CCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC
131759424,CCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC
131759425,CCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC
131759426,CCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\CCCCCC
131759427,CCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\CCCCCC
131759428,CCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\CCCCCC
131759429,CCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\CCCCCC
131759430,CCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\CCCCCC
131759431,CCCCCC/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\CCCCCC
131759432,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC
131759433,CCCCCC/C=C\\CCCCCCCCCC(=O)OC(COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCCC/C=C\\CCCCCC
131759434,CCCCCC/C=C\\CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCC
131759435,CCCCCCCC/C=C\\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCC
131759436,CCCCCCCC/C=C\\CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCC
131759437,CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCC
131759438,CCCCCCCC/C=C\\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCC
131759439,CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCC
131759440,CCCCCC/C=C\\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC
131759441,CCCCCC/C=C\\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC
131759442,CCCCCC/C=C\\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC)COC(=O)CCCCCCC/C=C\\CCCCCC
131759443,CCCCCC/C=C\\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\CCCCC
131759444,CCCCCC/C=C\\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC
131759445,CCCCCC/C=C\\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\\C/C=C\\CCCCC)COC(=O)CCCCCCC/C=C\\CCCCCC
131759446,CCCCCC/C=C\\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC
131759447,CCCCCC/C=C\\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC
131759448,CCCCCC/C=C\\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC
131759449,CCCCCC/C=C\\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131759450,CCCCCC/C=C\\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131759451,CCCCCC/C=C\\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131759452,CCCCCC/C=C\\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131759453,CCCCCC/C=C\\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131759454,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCC
131759455,CCCCCCCC/C=C\\CCCCCCCC(=O)OC(COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCCC/C=C\\CCCCCC
131759456,CCCCCCCC/C=C\\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCCC/C=C\\CCCCCC
131759457,CCCCCCCC/C=C\\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC
131759458,CCCCCCCC/C=C\\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCC/C=C\\CCCCCCCC
131759459,CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCC/C=C\\CCCCCCCC
131759460,CCCCCCCC/C=C\\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC
131759461,CCCCCCCC/C=C\\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC)COC(=O)CCCCCCC/C=C\\CCCCCC
131759462,CCCCCCCC/C=C\\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\CCCCC
131759463,CCCCCCCC/C=C\\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\\C/C=C\\CCCCC)COC(=O)CCCCCCC/C=C\\CCCCCC
131759464,CCCCCCCC/C=C\\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC
131759465,CCCCCCCC/C=C\\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC
131759466,CCCCCCCC/C=C\\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC
131759467,CCCCCCCC/C=C\\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131759468,CCCCCCCC/C=C\\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131759469,CCCCCCCC/C=C\\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131759470,CCCCCCCC/C=C\\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131759471,CCCCCCCC/C=C\\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131759472,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCC/C=C\\CCCCCCCC
131759473,CCCCCCCC/C=C\\CCCCCCCCCC(=O)OC(COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCCC/C=C\\CCCCCC
131759474,CCCCCCCC/C=C\\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCCC/C=C\\CCCCCC
131759475,CCCCCCCC/C=C\\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCCC/C=C\\CCCCCCCC
131759476,CCCCCCCC/C=C\\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC
131759477,CCCCCCCC/C=C\\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCCCC
131759478,CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCCCC
131759479,CCCCCCCC/C=C\\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC
131759480,CCCCCCCC/C=C\\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC
131759481,CCCCCCCC/C=C\\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC)COC(=O)CCCCCCC/C=C\\CCCCCC
131759482,CCCCCCCC/C=C\\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\CCCCC
131759483,CCCCCCCC/C=C\\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\\C/C=C\\CCCCC)COC(=O)CCCCCCC/C=C\\CCCCCC
131759484,CCCCCCCC/C=C\\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC
131759485,CCCCCCCC/C=C\\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC
131759486,CCCCCCCC/C=C\\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC
131759487,CCCCCCCC/C=C\\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131759488,CCCCCCCC/C=C\\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131759489,CCCCCCCC/C=C\\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131759490,CCCCCCCC/C=C\\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131759491,CCCCCCCC/C=C\\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC
131759492,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCCCC
131759493,CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC(COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCCC/C=C\\CCCCCC
131759494,CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCCC/C=C\\CCCCCC
131759495,CCCCCCCC/C=C\\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC
131759496,CCCCCCCC/C=C\\CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC
131759497,CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC
131759498,CCCCCCCC/C=C\\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC
131759499,CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC
131759500,CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC
131759501,CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC
131759502,CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC)COC(=O)CCCCCCC/C=C\\CCCCCC
