smiles,log_p
[H]C1=NC(=NC([H])=C1[H])N1C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N2C(=O)C([H])([H])C3(C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2=O)C([H])([H])C1([H])[H],2.78
CCCCC1(CC)C(=O)NC(=O)NC1=O,1.58
CN1C=NC2=C1C(=O)N(C)C(=O)N2C,-0.07
C[C@H](CS)C(=O)N1CCC[C@@H]1C(O)=O,1.02
CC(C)NC[C@@H](O)COC1=CC=CC2=C1C1=CC=CC=C1N2,3.73
NC(=O)N1C2=C(C=CC=C2)C=CC2=C1C=CC=C2,2.45
CO[C@@H]1[C@@H](CC(=O)O[C@H](C)C[C@H]2O[C@@H]2\C=C/C(=O)[C@@H](C)C[C@@H](CC=O)[C@H]1O[C@@H]1O[C@@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@H](OC(=O)CC(C)C)[C@H](C)O2)[C@@H]([C@@H]1O)N(C)C)C(C)=O,3.04
CO[C@H]1[C@@H](CC(=O)O[C@H](C)C\C=C\C=C\C(=O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C)OC(C)=O,3.52
COC1=CC=CC=C1OCCNC[C@H](O)COC1=CC=CC2=C1C1=CC=CC=C1N2,4.14
CCN(CC)C(=O)NC1=CC=C(OC[C@H](O)CNC(C)(C)C)C(=C1)C(C)=O,1.92
OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,1.14
NS(=O)(=O)C1=CC2=C(C=C1Cl)N=CNS2(=O)=O,-0.24
CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,3.39
CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,5.4
COC1=NC(C)=NC(NC(=O)NS(=O)(=O)C2=CC=CC=C2Cl)=N1,1.79
CN\C(NC#N)=N/CCSCC1=C(C)NC=N1,0.48
OC(=O)CC(O)(CC(O)=O)C(O)=O,-1.64
CC[C@H]1OC(=O)[C@@H](C)[C@@H](O[C@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([C@H]2O)N(C)C)[C@@](C)(C[C@H](C)C(=O)[C@H](C)[C@H](O)[C@]1(C)O)OC,3.16
CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1,3.65
ClC1=CC=CC(Cl)=C1N=C1NCCN1,1.57
OC(=O)C1=C(Cl)C=CC(Cl)=N1,1.07
[H]C1=C([H])N(C([H])=N1)C(C1=C([H])C([H])=C([H])C([H])=C1[H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C([H])=C([H])C([H])=C1Cl,5.2
CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12,4.1
COC1=CC=C2C[C@H]3[C@H]4C=C[C@@H](O)[C@H]5OC1=C2[C@@]45CCN3C,1.19
C[C@@]12C[C@@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]34C)[C@H]1CC[C@H]2C(=O)CO,1.89
O=c1ccc2ccccc2o1,1.44
OC(COc1cccc2oc(cc(=O)c12)C(O)=O)COc1cccc2oc(cc(=O)c12)C(O)=O,1.95
NC(=N)N1CCC2=C(C1)C=CC=C2,0.85
C[C@H](CC1=CC=CC=C1)N(C)CC#C,2.9
CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,3.79
ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,2.93
CC[C@H]1OC(=O)C[C@@H](O)[C@@H](C)[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H]([C@H]2O)N(C)C)[C@H](CC=O)C[C@@H](C)C(=O)C=CC(C)=C[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@@H]1OC,1.0
CN1CC[C@]23[C@H]4OC5=C(OC(C)=O)C=CC(C[C@@H]1[C@@H]2C=C[C@H]4OC(C)=O)=C35,1.59
CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,2.8
OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,4.51
CC\C(=C(/CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,5.07
COC1=CC=C(C=C1)[C@@H]1SC2=CC=CC=C2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,2.89
CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,3.18
CC(C)N(CC[C@@](C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C,2.37
C[C@H]1[C@H]2[C@@H](O)[C@@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C2C(=O)C2=C(O)C=CC=C12,0.42
CN[C@@H](C)[C@@H](O)C1=CC=CC=C1,1.13
C[C@H](CO)NC(=O)[C@H]1CN(C)[C@H]2CC3=CNC4=C3C(=CC=C4)C2=C1,1.67
OC[C@H](O)[C@@H](O)CO,-3.0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@H](C)C(=O)[C@H](C)[C@H](O)[C@]1(C)O,2.54
CC[C@@H]1OC(=O)[C@@H](C)[C@H](O[C@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@H](C)[C@@H](O[C@H]2O[C@H](C)C[C@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)[C@@H](N)[C@@H](C)[C@@H](O)[C@]1(C)O,3.0
C[C@@]12CC[C@H]3[C@@H](CCC4=CC(O)=CC=C34)[C@H]1CC[C@H]2O,4.01
C[C@@]12CC[C@H]3[C@@H](CCC4=CC(O)=CC=C34)[C@H]1CC[C@]2(O)C#C,3.42
[H]N(C1=NC(=O)C(=C(N1[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],2.22
[H]OC([H])([H])C([H])([H])N1C([H])=NC2=C1C(=O)N(C(=O)N2C([H])([H])[H])C([H])([H])[H],-0.27
COC1=CC(=CC(OC)=C1O)[C@H]1[C@@H]2[C@H](COC2=O)[C@H](O[C@@H]2O[C@@H]3CO[C@@H](C)O[C@H]3[C@@H](O)[C@H]2O)C2=CC3=C(OCO3)C=C12,1.97
NC(N)=NC1=NC(CSCC\C(N)=N/S(N)(=O)=O)=CS1,-0.81
CCOC(=O)C1=C(C)NC(C)=C([C@H]1C1=CC=CC(Cl)=C1Cl)C(=O)OC,5.58
OC(=O)CCC(=O)C1=CC=C(C=C1)C1=CC=CC=C1,3.39
C[C@@H](CN1C[C@@H](C)O[C@H](C)C1)CC1=CC=C(C=C1)C(C)(C)C,4.93
C[C@@H](N(C(=O)C1=CC=CC=C1)C1=CC=C(F)C(Cl)=C1)C(O)=O,3.09
FC(F)(F)COC1=CC=C(OCC(F)(F)F)C(=C1)C(=O)NC[C@H]1CCCCN1,4.64
C[C@H](OC1=CC=C(OC2=CC=C(C=N2)C(F)(F)F)C=C1)C(O)=O,3.18
OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,0.5
OC(=O)C1=CC=CC=C1NC1=CC(=CC=C1)C(F)(F)F,5.56
CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1,1.64
C[C@@H]1CCC2=CC(F)=CC3=C2[N]1=CC(C(O)=O)=[C]3=O,1.72
CNCC[C@@H](OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,4.5
C[C@H](C(O)=O)C1=CC=C(C(F)=C1)C1=CC=CC=C1,3.99
CC(C)N1C(\C=C\[C@H](O)C[C@@H](O)CC(O)=O)=C(C2=C1C=CC=C2)C1=CC=C(F)C=C1,4.17
CS(=O)(=O)NC(=O)C1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O,3.0
OC(=O)P(O)(O)=O,-1.8
NS(=O)(=O)c1cc(C(O)=O)c(NCc2ccco2)cc1Cl,2.56
CC1=CC=C(C)C(OCCCC(C)(C)C(O)=O)=C1,3.9
COC1=C2C(=O)[C@]3(OC2=C(Cl)C(OC)=C1)[C@H](C)CC(=O)C=C3OC,2.18
NC(=N)N\N=C\C1=C(Cl)C=CC=C1Cl,3.02
OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,3.67
NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1Cl,-0.03
C[C@@]12C[C@@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]34C)[C@H]1CC[C@]2(O)C(=O)CO,1.53
CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3[C@H](O)C[C@@]12C,2.19
OCCOCCN1CCN(CC1)[C@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1,3.55
CC(C)CC1=CC=C(C=C1)[C@@H](C)C(O)=O,4.13
CC(C)[C@@]1(C)N=C(NC1=O)C1=NC=CC=C1C(O)=O,0.22
CC(C)[C@@]1(C)N=C(NC1=O)C1=NC2=CC=CC=C2C=C1C(O)=O,1.86
[O-][N+](=O)\N=C1\NCCN1CC1=CN=C(Cl)C=C1,0.33
CN(C)CCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,4.39
COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,3.51
OC1=C(I)C=C(C=C1I)C#N,3.43
CC(=O)N1CCN(CC1)C1=CC=C(OC[C@@H]2CO[C@](CN3C=CN=C3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,4.34
C[C@@H](C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,3.16
OC(=O)[C@H]1CCN2C1=CC=C2C(=O)C1=CC=CC=C1,1.88
C[C@H](CCC1=CC=CC=C1)NC[C@@H](O)C1=CC(C(N)=O)=C(O)C=C1,1.33
COCCNC(=O)[C@H](NC(=O)[C@@H](C[C@@H](O)[C@@H](CC1=CC=CC=C1)NC(=O)OC(C)(C)C)CC1=C(OC)C(OC)=C(OC)C=C1)C(C)C,3.3
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,2.44
CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1,3.9
CN1C2=CC=C(Cl)C=C2C(=N[C@H](O)C1=O)C1=CC=CC=C1Cl,2.72
[H]N1N([H])C(=O)C([H])=C([H])C1=O,-0.56
C[C@@H](OC1=CC=C(Cl)C=C1C)C(O)=O,3.21
CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1,5.12
CC(=O)NC1=CC(NS(=O)(=O)C(F)(F)F)=C(C)C=C1C,2.02
CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=CC=CC=C2S1(=O)=O,3.43
CN(C)C(=N)NC(N)=N,-0.96
CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@H](CCC(O)=O)C(O)=O,0.54
C[C@@H]1C[C@@H]2[C@H]3CC[C@](O)(C(=O)CO)[C@]3(C)C[C@@H](O)[C@H]2[C@@]2(C)C=CC(=O)C=C12,2.1
CSC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0.09
CC(C)NC[C@@H](O)COC1=CC(C)=C(OC(C)=O)C(C)=C1C,2.81
C[C@@H]1NC2=C(C=C(C(Cl)=C2)S(N)(=O)=O)C(=O)N1C1=CC=CC=C1C,4.1
COCCC1=CC=C(OC[C@@H](O)CNC(C)C)C=C1,1.95
[H]OC([H])([H])C([H])([H])N1C(=C([H])N=C1C([H])([H])[H])[N+]([O-])=O,-0.02
[H]N(C(=O)N([H])S(=O)(=O)C1=C([H])C([H])=C([H])C([H])=C1C(=O)OC([H])([H])[H])C1=NC(OC([H])([H])[H])=NC(=N1)C([H])([H])[H],1.58
ClC1=CC(Cl)=C(CO[C@H](CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,4.89
[H]N(C1=NC([H])([H])C([H])([H])N1[H])C1=C(OC([H])([H])[H])N=C(N=C1Cl)C([H])([H])[H],0.9
CC(C)(C)NC[C@@H](O)COC1=C2C[C@H](O)[C@@H](O)CC2=CC=C1,0.85
CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2,1.41
C1=CC2=CC=CC=C2C=C1,3.37
COC1=CC2=CC=C(C=C2C=C1)[C@H](C)C(O)=O,3.24
CN1CCC[C@@H]1C1=CC=CN=C1,1.32
COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,3.17
OC(=O)C1=CC=CN=C1NC1=CC=CC(=C1)C(F)(F)F,3.88
O\N=C\c1ccc(o1)[N+]([O-])=O,1.28
[O-][N+](=O)C1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,2.38
NC(=O)N\N=C\c1ccc(o1)[N+]([O-])=O,0.23
[H]N(\C(N([H])C([H])([H])C([H])([H])SC([H])([H])C1=C([H])SC(=N1)C([H])([H])N(C([H])([H])[H])C([H])([H])[H])=C(\[H])[N+]([O-])=O)C([H])([H])[H],-0.15
CNC1=CC=CC=C1,1.65
CNC[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,-1.31
COC1=C2O[C@H]3[C@H](O)C=C[C@H]4[C@H]5CC(C=C1)=C2[C@@]34CCN5,0.69
O[C@@H]1C=C[C@H]2[C@H]3CC4=C5C(O[C@@H]1[C@@]25CCN3)=C(O)C=C4,-0.17
CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,4.39
CO[C@@H]1C[C@@H](O[C@H]2[C@H](C)[C@@H](O[C@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@H](C)[C@H]1O,1.69
OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(O)C(=C1)C(O)=O,3.94
CN1C2=C(C3=C1C=CC=C3)C(=O)[C@@H](CN1C=CN=C1C)CC2,1.94
O[C@H]1N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2NC1=O,2.24
CC(C)NC[C@@H](O)COC1=CC=CC=C1OCC=C,2.51
COC1=CC=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1OC,2.95
CC(C)(C)NC[C@@H](O)COC1=CC=CC=C1C1CCCC1,4.62
CC1(C)S[C@@H]2[C@H](NC(=O)COC3=CC=CC=C3)C(=O)N2[C@@H]1C(O)=O,2.09
OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,5.12
CCC[C@@H](C)C1(CC)C(=O)NC(=O)NC1=O,2.08
OC1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(C=C23)C#N)CC1,3.65
C[C@H](CC1=CC=C(F)C=C1)N(C)CC#C,3.06
NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1,3.31
CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,1.53
OC1=CC=CC=C1,1.48
O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,2.24
CC[C@@H]1[C@H](CC2=CN=CN2C)COC1=O,0.2
CC(C)NC[C@@H](O)COC1=CC=CC2=C1C=CN2,1.83
CN1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=C2N=CC=C3)CC1,0.64
[H]C([H])([H])N(C(=O)OC1=NC(=NC(=C1C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],1.71
[H]C1=C(N=C(N=C1OP(=S)(OC([H])([H])[H])OC([H])([H])[H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],3.27
CN1\C(=C(\O)NC2=CC=CC=N2)C(=O)C2=CC=CC=C2S1(=O)=O,1.98
CC(C)NC[C@@H](O)COC1=CC=CC(NC(C)=O)=C1,0.76
COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)c1ccco1,2.16
C[C@@]12C[C@@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]34C)[C@H]1CC[C@]2(O)C(=O)CO,1.83
C[C@]12CC(=O)[C@@H]3[C@H](CCC4=CC(=O)C=C[C@@]34C)[C@H]1CC[C@]2(O)C(=O)CO,1.44
CCCN[C@@H](C)C(=O)NC1=CC=CC=C1C,2.08
COC1=CC2=CC=CN=C2C(N[C@H](C)CCCN)=C1,3.0
CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O,3.7
CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,2.14
[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,3.48
C[C@@H](CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C,4.05
CCCOC(=O)NCCCN(C)C,1.12
CCC(=O)O[C@@](CC1=CC=CC=C1)([C@H](C)CN(C)C)C1=CC=CC=C1,4.37
CC(C)NC[C@@H](O)COC1=CC=CC2=CC=CC=C12,3.48
[H]C1=C([H])C([H])=C(C([H])=C1[H])C1=NC(=O)N(C2=C1C([H])=C([H])C(=C2[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],3.21
CCCCC[C@@H](O)\C=C/[C@@H]1[C@H](O)CC(=O)[C@H]1CCCCCCC(O)=O,3.2
CCCCC[C@@H](O)\C=C/[C@@H]1[C@H](O)CC(=O)[C@H]1C\C=C/CCCC(O)=O,2.9
C[C@H](O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C,-0.07
CC1=C(O)C(CO)=C(CO)C=N1,-0.5
CCC[C@@H](C)C1(CC=C)C(=O)NC(=O)NC1=O,2.39
COC1=CC=C2N=CC=C([C@@H](O)[C@H]3C[C@H]4CC[N@@]3C[C@@H]4C=C)C2=C1,3.5
CC1=CC2=CC=C(Cl)C(C(O)=O)=C2N=C1,0.78
C1=CC2=CC=CN=C2C=C1,2.15
CC[C@H]1OC(=O)C[C@@H](O)[C@@H](C)[C@H](O[C@H]2O[C@H](C)C[C@H]([C@H]2O)N(C)C)[C@H](CC=O)C[C@@H](C)C(=O)C=CC(C)=C[C@@H]1C,2.49
CO[C@H]1\C=C/O[C@@]2(C)OC3=C(C)C(O)=C4C(=O)C(NC(=O)C(C)=C\C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC5(CCN(CC(C)C)CC5)N=C1C4=C3C2=O,4.55
CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C,2.1
CC[C@@H]1OC(=O)C[C@@H](O)[C@@H](C)[C@H](O[C@H]2O[C@H](C)C[C@H]([C@H]2O)N(C)C)[C@H](CC=O)C[C@@H](C)C(=O)\C=C/[C@@]2(C)O[C@H]2[C@@H]1C,2.19
CC[C@@H]1OC(=O)[C@@H](C)[C@H](O[C@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@H](C)[C@@H](O[C@H]2O[C@H](C)C[C@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)\C(=N/OCOCCOC)[C@@H](C)[C@@H](O)[C@]1(C)O,3.79
[H]N([H])C(=O)C1=C([H])N(N=N1)C([H])([H])C1=C(F)C([H])=C([H])C([H])=C1F,0.9
OC(=O)C1=CC=CC=C1O,2.19
OCC1=C(O)C=CC(=C1)[C@@H](O)CNCCCCCCOCCCCC1=CC=CC=C1,3.2
NCCC1=CNC2=CC=C(O)C=C12,0.53
CCC\C(=N/OCC)C1=C(O)C[C@H](C[C@H](C)SCC)CC1=O,4.38
CC(C)NC[C@@H](O)C1=CC=C(NS(C)(=O)=O)C=C1,-0.47
[H]N([H])C1=C([H])C([H])=C(C([H])=C1[H])S(=O)(=O)N([H])C1=NC(=C([H])C(=N1)C([H])([H])[H])C([H])([H])[H],0.89
OC(=O)C1=C(O)C=CC(=C1)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,3.61
CCN1CCC[C@@H]1CNC(=O)C1=CC(=CC=C1OC)S(N)(=O)=O,1.31
CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1,1.5
CC\C(=C(\C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,5.26
CCCC1=NC2=C(C=C(C=C2C)C2=NC3=C(C=CC=C3)N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O,7.46
COC1=CC2=NC(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)[C@@H]1CCCO1,2.29
CN(C\C=C\C#CC(C)(C)C)CC1=C2C=CC=CC2=CC=C1,6.2
CC(C)(C)NC[C@@H](O)C1=CC(O)=CC(O)=C1,-0.08
CC(C)(C)C1=CC=C(C=C1)[C@@H](O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,5.52
C[C@@]12CC[C@@H]3[C@H](CCC4=CC(=O)CC[C@]34C)[C@H]1CC[C@H]2O,3.31
CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,3.51
CN1C2=C(NC=N2)C(=O)N(C)C1=O,0.0
[H]N1C(=NC2=C([H])C([H])=C([H])C([H])=C12)C1=C([H])SC([H])=N1,1.94
CS(=O)(=O)C1=CC=C(C=C1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl,-0.27
CC[C@H]1OC(=O)C[C@@H](O)[C@@H](C)[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H]([C@H]2O)N(C)C)[C@H](CCN2C[C@H](C)C[C@@H](C)C2)C[C@@H](C)C(=O)C=CC(C)=C[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@@H]1OC,3.8
CC(C)(C)NC[C@@H](O)COC1=NSN=C1N1CCOCC1,2.12
CC1=C(Cl)C=CC=C1NC1=CC=CC=C1C(O)=O,5.7
CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1,2.79
CN(C(=S)OC1=CC=C2C=CC=CC2=C1)C1=CC=CC(C)=C1,5.4
CCO\N=C(/CC)C1=C(O)C[C@@H](CC1=O)C1=C(C)C=C(C)C=C1C,4.46
COC1=CC(=CC=C1)[C@]1(O)CCCC[C@@H]1CN(C)C,2.31
CN(C)C(=O)N1N=C(N=C1SCC(O)=O)C(C)(C)C,1.62
COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,0.83
