smiles,log_p
COC(=O)COC1=C(C)C=C2C(OC=C(C3=CSC(C)=N3)C2=O)=C1,3.9
CC1=CC=C2C(C)=NC(NC3=NC4=C(CCCC4)C(=O)N3)=NC2=C1,3.92
CCCCOC1=CC=C(\C=C\C(=O)NC(C)C)C=C1,4.45
CCN(CC)S(=O)(=O)N1CCC[C@@H](C1)C(=O)NC1CCCCC1,3.58
CC(C)=CCCC1=NN(C=O)[C@@](C)(CCC=C(C)C)C1,5.02
CC(NS(C)(=O)=O)C1=CC=CC=C1,1.8
CC[C@]1(C)NC(=S)N2N1C(=S)N[C@@]2(C)CC,2.44
CCCC1=C2[C@H](C3=C(C)SC=C3)C(C#N)=C(N)OC2=NN1,3.83
CC(C)(C)C(=O)NC1=CC=C(NC(=O)C(C)(C)C)C=C1,2.79
COC(=O)N[C@H](O)C(=O)C1=CC=CC=C1,1.41
COC1=CC=C(C=C1OC)C1=NN=C(N)S1,2.34
N#CCC1=NC(=CS1)C1=CC2=C(OCCO2)C=C1,2.92
O=C(CSC1=NC2=CC=CC=C2S1)C1=CC=CS1,4.04
CC(C)[C@H]1O[C@H]2CCCC[C@H]2C2=CCCC[C@@H]12,5.87
NC1=CC=CC=C1NC1=CC=CC=C1,2.67
CC(=O)C1=CC2=C(O1)C=CC=C2,2.15
FC(F)(F)S(=O)C1=C(C=CC=C1)N1C(=O)C2=CC=CC=C2C1=O,3.3
CC1(C)OC(=O)C(=CC2=CC=C(S2)[N+]([O-])=O)C(=O)O1,3.04
CCN(CC)C(=O)[C@@]12CC[C@@](C)(C(=O)O1)C2(C)C,2.66
CC(=O)\N=C1\SC2=C(N=C3C=CC=CC3=N2)N1N(C(C)=O)C(C)=O,1.1
ClC1=CC=C(\C=N\NC2=CN3C(NN2)=NC2=CC=CC=C32)C=C1,4.81
COC1=CC=C2C(C)=C(C)C(=O)OC2=C1C,3.45
CN1C2=CC=CC=C2N2C3=NC(C#N)=C(N=C3C(C#N)=C12)C#N,3.61
CC(C)OC(=O)C1=CC=C2NC3=C(CCCC3)C2=C1,4.97
COC1=CC=C(C=C1)[C@@H]1CCCC[C@H]1O,2.85
CC(C)NC(=O)NC1=C(C)C(C)=CC=C1,2.7
O[C@@]12CCCC[C@@H]1CCC(=O)O2,1.16
CC(C)OC1=CC=C2C(C)=CC(=O)OC2=C1,3.33
C[C@H](OC1=CC=C(Cl)C=C1C)C(=O)NC1CCCCCC1,5.45
ClC1=CC=C(CSC2=NC=CC=N2)C=C1Cl,4.33
CC1(C)C[C@](C)(O)[P@](C)(=O)O1,0.71
CC(C)(C)NC(=S)NC1=CC=C(F)C=C1,2.71
CC1CC(C)=CC(C)C1(CO)CO,2.93
CC1(C)CC(=O)C2=C(C1)OC(N)=C(C#N)C21CCC2(CC1)OCCO2,3.24
CCN1C(SCC2=CC=CC=C2F)=NC2=C(C(C)=C(C)S2)C1=O,5.86
CC1=NN(CCOC(=O)[C@H]2[C@H](C=C(Cl)Cl)C2(C)C)C(C)=C1,4.76
NC1=C(C#N)[C@H]([C@@H]2C(O1)=NN=C2C1=CC=CS1)C1CCCCC1,4.64
CC1CN(CC(C)O1)C1=C(C=C(C#N)C#N)C(=O)N2C=CC=CC2=N1,3.24
CCN1C(SCC(=O)NC(C)(C)C)=NN=C1C1CCCCC1,3.2
COC1=CC=C(CNC(=O)C2CCCC2)C=C1,2.6
COC1=CC(=CC(OC)=C1OC)C(=O)NC1=CC=CC=C1C(C)(C)C,3.61
O=C(CS(=O)(=O)CC1=CC=CC=C1)NC1=CC=C2OCCOC2=C1,3.19
CCCC(=O)N1CC2(C)CN(CC(C)(C1)C2)C(=O)CCC,2.69
COC1=CC(=CC(=C1)C(=O)C1=CC=C(F)C=C1)C(=O)C1=CC=C(F)C=C1,4.89
CC1=CC=NC(=C1)N(C(=O)C1=CC2=C(CCCC2)S1)C(=O)C1=CC2=C(CCCC2)S1,5.76
CCC1=CC(=O)OC2=C(C)C(OCC(=O)OC(C)(C)C)=CC=C12,4.52
CCN1C(=O)C2=CC=CC3=C(C=CC1=C23)S(=O)(=O)N(C(=O)C1=CC=CN=C1)C1=CC=C(OC)C=C1,4.74
CCC1=CC=C(C=C1)N1N=NN=C1SCC(=O)NC1=CC=C(C=C1)C(C)=O,4.69
CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)OC1=CC=C2C(OC=C(C2=O)C2=CC=C(F)C=C2)=C1,5.77
CC1=CC2=C(NC3=C([C@@H](N2)C2=CC4=C(OCO4)C=C2Cl)C(=O)CC(C)(C)C3)C=C1C,4.38
CCOC(=O)C1=NN[C@@]2([C@@H]1C(=O)N(C2=O)C1=CC=CC(=C1)C(F)(F)F)C1=CC=CC(=C1)[N+]([O-])=O,4.73
CCOC(=O)C1=C(SC(C)=C1C)N1C(=O)[C@@H]2CC(C)=C(C)C[C@H]2C1=O,4.56
CCN1C(=O)\C(=C2/SC(=S)N(CC3=CC=C(OC)C=C3)C2=O)C2=CC(Br)=CC=C12,6.96
CCOC1=CC(=CC(OCC)=C1OCC)C(=O)OC1=CC=C2C(C)=CC(=O)OC2=C1,6.15
CCOC(=O)N1CCN(CC1)C1=NC(=NC2=C(C)C=C(C)C=C12)C(F)(F)F,5.92
COC1=CC=C(C=C1OC)[C@H]1C[C@@H](N2N=CC(C(=O)N(C)CC3=C(C)N(C)N=C3)=C2N1)C(F)(F)F,4.25
CC1=CC=C(C(C)=C1)S(=O)(=O)N1CCCN(CC1)S(=O)(=O)C1=CC=C(C)C=C1C,5.01
COC1=CC=CC(=C1)C1=CC=C2C(N)=C(SC2=N1)C(=O)NC1=CC=C(F)C(F)=C1,5.86
CCOC(=O)C1=C(NC(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)SC(C(=O)N(CC)CC)=C1C,5.05
FC1=CC=C(CNC(=O)C2=NN3[C@@H](C[C@H](NC3=C2Br)C2=CC=CS2)C(F)(F)F)C=C1,5.54
CCOC(=O)C1=C(SC=C1CC(C)C)\N=C\C1=C(O)N(N=C1C)C1=CC=CC=C1,5.16
ClC1=CC(=CC=C1)C(=O)NC1=CC(NC(=O)\C=C\C2=CC=CC=C2)=CC=C1,5.53
FC(F)(F)[C@@H]1C[C@H](NC2=CC(=NN12)C(=O)NC1=CC=CC(Cl)=C1)C1=CC=CC=C1,5.92
CC1=CC=C(C=C1)N(CCOC(=O)C1=CC=C(C=C1)S(=O)(=O)N1CCCCC1)C1=NS(=O)(=O)C2=C1C=CC=C2,5.58
CCOC(=O)CN1C(=O)[C@@H](OC(=O)C2=CC=CC=C2)[C@@H](OC(=O)C2=CC=CC=C2)C1=O,5.0
NC1=C(C#N)[C@H](C2=CC=CC=C2F)C2=C(C[C@H](CC2=O)C2=CC=CC=C2)O1,3.07
CC1=CC=C(NCC2=CC=C3N2CC\C3=C2\CN3C(CNC4=CC=C(C)C=C4)=CC=C3C2=O)C=C1,6.51
COC(=O)C1=CC(NC(=O)C2=CC(=CC(=C2)C(=O)NC2=CC(=CC=C2)C(=O)OC)N2C(=O)C3=CC=CC=C3C2=O)=CC=C1,6.09
COC1=CC=C(OCC(=O)N2CCN(CC2)C(=O)C2=CC=CO2)C=C1,2.76
CC(=O)OC1=CC(=CC(OC(C)=O)=C1OC(C)=O)C(=O)NC1=CC=C(OC2=CC=CC=C2)C=C1,2.89
COC1=CC=C(OC2=C(OC3=CC(OC(=O)N4CCOCC4)=CC=C3C2=O)C(F)(F)F)C=C1,4.63
O=C(CSC1=NC2=C(N=N1)C1=C(C=CC=C1)N2CC1=CC=CC=C1)OCN1C(=O)C2=CC=CC=C2C1=O,4.51
O=C1C[C@H]([C@@H]2CO[C@H]1O2)N1N=C(N(C1=S)C1=CC=CC=C1)C1=CC=CC=C1,3.65
CC(=O)NC1=CC=C(C=C1)C(=O)N(CC1=CC=CO1)C1(CCCCC1)C(=O)NC1=C(C)C=CC=C1C,4.62
COC1=CC=CC=C1N(CCOC(=O)[C@H]1CN(C(=O)C1)C1=CC=CC=C1)C1=NS(=O)(=O)C2=C1C=CC=C2,2.5
O=C(CSC1=NN=C(N1C1=CC=CC=C1)C1=CC=CC=C1)N1CCN(CC1)C(=O)C1=CC=CC=C1,4.64
FC1=CC=C(C=C1)\N=C1/S[C@H](CC(=O)N1CC1=CC=CC=C1)C(=O)NC1=CC=CC=C1,6.0
CCCS(=O)(=O)C1=C2C=NC=CN2C(C(=O)C2=CC=C(C)C=C2)=C1S(=O)(=O)CCC,3.93
FC1=CC=CC=C1COC1=CC=C(C=C1)C1C2=C(CCCC2=O)OC2=C1C(=O)CCC2,4.92
CCOC1=CC=C(C2=NN=C3OC(N)=C(C#N)[C@H]([C@H]23)C2=CC=CO2)C(OCC)=C1,4.48
CC1(C)CC(=O)C2=C(C1)N(C(N)=C(C#N)[C@@H]2C1=CC=CC(Cl)=C1)C1=C(F)C=CC=C1F,5.04
COC(=O)C1=C2N=C(C=C(N2N=C1)C(F)(F)F)C1=CC(OC)=C(OC)C(OC)=C1,4.08
CC1=CC(C(C#N)=C(N)N1C1=CC=C(C=C1)C(N)=O)(C(F)(F)F)C(F)(F)F,4.41
COC(=O)C1=C(NC(NC(=O)C2=CC=CN=C2)(C(F)(F)F)C(F)(F)F)SC2=C1CCCCC2,5.75
CC1(C)CC(=O)C2=C(C1)OC(N)=C(C#N)[C@H]2C1=C2C=CC=CC2=CC2=CC=CC=C12,4.99
COC1=CC=CC=C1NC1=NC(OCC(F)(F)F)=NC(OCC(F)(F)F)=N1,5.27
CC[C@H](C(=O)N1CCCN(CC1)C(=O)[C@@H](CC)C1=CC=CC=C1)C1=CC=CC=C1,4.93
CCC(=O)N1N=C(C[C@@H]1C1=CC=CC(OC)=C1OC)C1=CC=C(C=C1)C1=NN([C@H](C1)C1=CC=CC(OC)=C1OC)C(=O)CC,6.65
COC1=CC=C(C=C1OC)N1C(=O)C[C@@H](SC2=NC(C)=CC(C)=N2)C1=O,2.95
CC1=CC=C(C=C1)S(=O)(=O)N(CCO)CC1=CC=CC=C1,3.69
CC1=CC=C(C=C1C)N1C(=O)C2=CC3=C(C=C2C1=O)C(=O)N(C3=O)C1=CC=C(C)C(C)=C1,4.83
CC1=CC=C(C=C1)C1=NC2=C(C=NN2C(=C1)C(F)F)C(=O)N1CCSCC1,4.55
FC(F)(F)C1=CC=CC=C1N1C(=O)C2=CC=CC=C2C1=O,3.55
COC(=O)C1=C(N[C@@H](NC(C)=O)C(Cl)(Cl)Cl)SC2=C1CCCC2,5.04
CCCS(=O)(=O)C1=C(N2C=CC3=CC=CC=C3C2=C1S(=O)(=O)CCC)C(=O)C1=CC=CC=C1,4.48
O=C(NC1CCCC1)C1C2=CC=CC=C2OC2=CC=CC=C12,3.95
COC(=O)C1=C(NC(=O)CN2N=C(C)C(=C2C)[N+]([O-])=O)SC2=C1CC[C@@H](C2)C(C)(C)C,6.53
CCC1=CC=C(OCC(=O)NCCC2=CC=C(OC)C(OC)=C2)C=C1,4.22
COC1=CC=C(C=C1)[C@H]1CC(=O)C2=C(C1)NC1=C([C@@H]2C2=CC=C3OCOC3=C2)C2=CC=CC=C2C=C1,5.77
O=C(NC1=CC=C2OCOC2=C1)\C=C\C1=CC2=C(OCO2)C=C1,3.72
CC(=O)OC1=CC(=CC=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(=O)C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC(OC(C)=O)=CC=C1,5.13
CC1=CC=C(NC(=O)CSC2=NN=C(CC3=CC=CC=C3)O2)C=C1Cl,4.85
CCOC1=CC=C(NC=C(S(=O)(=O)C2=CC=C(C)C=C2)S(=O)(=O)C2=CC=C(C)C=C2)C=C1,5.64
C(=N/N1C=NN=C1)\C1=CC=C(C=C1)N1N=C(C=C1C1=CC=CC=C1)C1=CC=CC=C1,5.58
O=C(CC1NC2=CC=CC=C2NC1=O)NC1=C(NC(=O)CC2NC3=C(NC2=O)C=CC=C3)C=CC=C1,3.42
CC1=C(C)C2=C(S1)N=C(SCC(=O)N1CCCC1)N(C1CCCCC1)C2=O,5.16
COC1=CC=CC(CN2C=C(N)C=N2)=C1,1.55
CN1N(C(=O)C(NC(=O)[C@@H]2CCCCN2S(=O)(=O)C2=CC=C(Cl)C=C2)=C1C)C1=CC=CC=C1,3.89
CS(=O)(=O)C1=CC=C(SCC(=O)OC2=CC=C(C=C2)C2CCCCC2)C(=C1)[N+]([O-])=O,6.08
COC1=CC=CC(OC)=C1C(=O)NC1=CC=C(C=C1)N1CCN(CC1)C(=O)C1=CC=CC=C1C,4.16
CC1=CC=CC(=C1)C(=O)NC1=CC=C(NC(=O)C2=CC=CC=C2)C(C)=C1,4.14
CC\C(=N/N=C1\S[C@@H](C)C(=O)N1CC1=CC=CO1)C1=CC=CC=C1,5.07
CN1N=CC(Cl)=C1C1=NC(=NO1)C1=NON=C1N,2.77
O=C1[C@H]2OC[C@H](O2)[C@@H]2[C@@H]3C[C@@H](C=C3)[C@H]12,1.48
CC1=C(C=C2C(=O)OC3(CCCCC3)OC2=O)C2=CC=CC=C2N1CC=C,4.62
COC1=CC=C(C=C1)N1C2=C(C(C3=CC=C4OCOC4=C3)C3=C1CC(C)(C)CC3=O)C(=O)CC(C)(C)C2,5.72
CCN1C=C(C2C3=C(CC(C)(C)CC3=O)N(C3=CC=C(C)C=C3)C3=C2C(=O)CC(C)(C)C3)C(C)=N1,5.35
O=C([C@H]1CCCO1)N1CCN(CC1)C(=S)NC1=CC=C(OC2=CC=CC=C2)C=C1,4.18
COC(=O)CC1=C(C(=O)OC)[C@]2(C(=O)NC3=CC=CC=C23)C(C(=O)OCC2=CC=CC=C2)=C(N)O1,4.25
C[C@@H]1C=CC[C@H]2[C@@H]1C(=O)N(C2=O)C1=CC=CC(=C1)C(=O)OCC(=O)C1=CC=C(Br)C=C1,5.29
COC1=CC=C(C=C1COCC(F)(F)F)[C@@H]1[C@@H]2CCCC=C2C(C#N)=C(N)C1(C#N)C#N,5.5
CCN(CC)C(=O)C1=C(C)C(C(=O)OC)=C(NC(=O)C2=CC(OC)=CC(OC)=C2)S1,5.47
FC(F)(F)[C@@H]1C[C@H](NC2=C(Br)C(=NN12)C(=O)N1CCCC1)C1=CC=CS1,4.47
CC1=NN(C(=O)C1SC1=C(C#N)C(C2=CC=C(C)C=C2)=C(C#N)C(N)=N1)C1=CC=CC=C1,4.99
CCC1=C(C#N)C(=O)N2C(N)=C(SC2=N1)C#N,2.09
CSC1=CC=C(C=C1)[C@@H]1[C@H]2[C@H](ON1C1=CC=CC=C1)C(=O)N(C2=O)C1=CC=CC(=C1)C(F)(F)F,5.98
O=C(NC1=CC(=CC=C1)C#C)C1=CC(=CC(=C1)N1C(=O)C2=CC=CC=C2C1=O)C(=O)NC1=CC=CC(=C1)C#C,6.85
CC1=CC=C(C)C(NC(=O)[C@H]2CC3C4=CC=CC=C4C2C2=C3C=CC=C2)=C1,5.26
FC1=CC=CC(F)=C1C(=O)N1CCCC1,1.88
C[C@@H](OC(=O)C1=CC=CC(=C1)C(F)(F)F)C(N)=O,2.75
CCOC(=O)C1=C(N)N(N=C1)C(=O)C1=C(N(N=C1)C1=CC=C(C=C1)[N+]([O-])=O)C(F)(F)F,3.53
FC(F)(F)C1=CN=C(C=C1)N1CCCN(CC1)C(=O)C1=CC2=CC=CC=C2S1,4.92
FC1=CC=C(C=C1)C(=O)COC1=NN=C(SCC(=O)C2=CC=C3OCCOC3=C2)N1C1CC2=CC=CC=C2C1,5.47
CC1=CC=C(C=C1)N1CC(=O)N(CC1=O)\N=C\C1=CN(N=C1C1=CC=C(Cl)C=C1)C1=CC=CC=C1,6.14
CSC1=NN2C(N=C(SC)C(C#N)=C2C2=CC=C(Cl)C=C2)=C1C#N,5.51
CSC1=C2C(=C(S1)C(=O)N1CCOCC1)C1=CC=CC=C1N(C)S2(=O)=O,3.11
CC1=CC=CC(NC(=O)CSC2=CC=CC=N2)=C1C,3.19
CSC1=C2C(CCC3=C2N=C(SC)N=C3)=C(S1)C(=O)NC1=CC=C(Cl)C=C1,5.87
CCOC(=O)C1=C(NC2=CC=C(OC(=O)NC3=CC=C(OC(F)(F)F)C=C3)C=C2)C(=O)N(C1)C(C)(C)C,6.72
CN1C(SCC2=CC(F)=CC(F)=C2)=NN=C1C1=CC2=NON=C2C=C1,3.68
COC1=C(OC)C=C2C(CCN3C(=O)OC4(CCCCC4)[C@@]23C)=C1,3.47
CC1=C(C)C[C@H]2[C@H](C1)C(=O)N(C2=O)C1=CC=CC(Br)=C1,3.93
O=C(N1CCN(CC1)S(=O)(=O)C1=CC=CC=C1)C1=CC=CN=C1,2.3
CCC1=CC=C2N=C3C(=CC2=C1)C(=O)N(C1=CC=CC=C1)C1=C3C(=O)N(C)C(=O)N1C,4.31
CCOC(=O)C1=C(C)NC(=O)N[C@H]1C1=CC=C(O1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,6.04
FC(F)(F)C1=NC(=NO1)C1=CC=C(C=C1)C1=NOC(=N1)C(F)(F)F,6.06
CC1=NN(C(C)=C1C1=NN=C(O1)C1=C(C)N(N=C1C)C1=CC=CC=C1)C1=CC=CC=C1,5.56
CC1=NN(C(C)=C1)C1=CC=C(C=C1)N1C=CC=C1\C=C(/C#N)S(C)(=O)=O,4.25
IC1=CC=C(NC(=O)\C=C\C2=CC=CS2)C=C1,4.67
CC(C)(C)C1=NN(CC2=CC=CC=C2)C(=C1)C1=NC(=NO1)C1=CC=C(C=N1)C(F)(F)F,6.58
FC(F)(F)C1=CC=C(C=C1)N1C=C2C=CC=CC2=N1,4.42
CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)N1CC[C@H]2N(C1)C(=O)C1=CC=CC=C21,4.55
C[C@H]1CN(C[C@@H](C)O1)C(=N)NS(=O)(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,4.43
CC1=NN(C(C)=C1)C1=NCCN1S(=O)(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,4.7
COC1=CC=C(C=C1)N(C(=O)C1CCCCC1)S(=O)(=O)C1=C2C=CC=C3C(=O)N(C)C(C=C1)=C23,5.26
N1C2NC3=NON=C3NC2NC2=NON=C12,0.3
COC1=CC(\C=C(/NC(=O)C2=CC=CC=C2)C(=O)NC2=CC=CC(CO)=C2)=CC=C1OC(C)=O,4.04
COC1=CC=CC(NC(=O)CSC2=NN=C3C=CC=CN23)=C1,2.45
NC1=C(C#N)C2=CCSC[C@H]2[C@H](C2=CC=CC=C2Cl)C1(C#N)C#N,4.5
CC[C@@H]1CCCCN1C(=O)[C@H]1CC(=NO1)C1=CC(Cl)=C(OC)C=C1OC,4.55
CCC1=CC=C(C=C1)N1[C@H]2CS(=O)(=O)C[C@@H]2N(CC=C)C1=S,2.86
O=C1[C@H]2[C@H](C3C4=CC=CC=C4C2C2=CC=CC=C32)C(=O)N1C1=NC=CS1,3.83
FC1=CC(=CC=C1N1CCN(CC1)C(=O)C1=C(F)C=CC=C1F)C(=O)C1=CC=CC=C1,5.14
CC1=CC=CC(C)=C1NC(=O)CSC1=NN=NN1C1=CC=C(OC(F)(F)F)C=C1,4.82
COC1=CC=CC2=C1N(C(=O)CC(C)C)C(C)(C)C1=C2C(=S)SS1,5.09
CN(C)C1=C2SC(=S)N(C2=NC(C)=N1)C1=CC=CC=C1,3.62
CCOC(=O)C1=C2S[C@@H](C)C(=O)N2C(N)=C([C@@H]1C1=CC=C(Cl)C=C1Cl)C(=O)OCC,5.49
COC1=CC=C(CCNC(=O)CSC2=NC3=C(N2CC2=CC=CC=C2F)C(=O)N(C)C(=O)N3C)C=C1OC,4.0
CCOC(=O)C1CCN(CC1)S(=O)(=O)C1=NN2C(=N1)N=C(C)C=C2C,2.71
CC1=CC=C(N[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]2O)C=C1Br,2.28
COC1=CC=C(C=C1)S(=O)(=O)N1C(=O)N(C2=CC=CC=C12)S(=O)(=O)C1=CC=C(OC)C=C1,5.22
CN1C(=O)N(C)C2(N=C3S\C(=C/C4=CC=C(Br)C=C4)C(=O)N3NC12C1=CC=CC=C1)C1=CC=CC=C1,5.72
O=C(CN1N(CC(=O)N2CCCCC2)C(=O)N(C1=O)C1=CC=CC=C1)N1CCCCC1,2.78
O=C1N(C[C@H]2CCCO2)C(=S)S\C1=C/C1=C(SC2=CC=CC=C2)N=C2C=CC=CN2C1=O,5.87
COC(=O)C1=CC(=CC=C1Cl)N1C(=O)[C@@H]2[C@@H]3O[C@](C=C3)(C(OC(C)=O)OC(C)=O)[C@@H]2C1=O,3.77
CC[C@@H](NS(=O)(=O)C1=CC=C(C)C=C1)C(=O)OC1=CC=C2C(OC(=O)C3=C2CCCC3)=C1,3.08
COC1=CC(=CC(OC)=C1OC(C)=O)[C@@H]1NC2=C(NC3=C1C(=O)CC(C)(C)C3)C=C(C)C(C)=C2,4.21
COC1=CC2=C3N(C(=O)\C(=C4/SC(NC(C)=O)=NC4=O)C3=C1)C(C)(C)C=C2C,4.62
CC1=C(C(C2=CC=CS2)C2=C(O)CCCC2=N1)C(=O)N1CCCCC1,3.37
COC1=CC=C(C=C1COC1=CC=C(NC(C)=O)C=C1)[C@@H]1NC2=CC=CC=C2C(=O)N1C1=CC=CC=C1,4.65
CCCCC(=O)NC1C2CC3CC(C2)CC1C3,3.8
CC1=NC2=C([C@@H](C1C(=O)OCCC1=CC=CC=C1)C1=CC=C(Cl)C=C1)C(=O)CCC2,5.48
CC(=O)C1=CC(=CC=C1)N1C(=O)[C@H]2[C@H]3C=C[C@@H]([C@H]2C1=O)C3=C(C1=CC=C(C)C=C1)C1=CC=C(C)C=C1,6.25
[O-][N+](=O)C1=CC(=CC=C1OCC(=O)NC1=CC=CC=C1Br)C(F)(F)F,5.16
CCOC(=O)C1=C(C)N=C(SC[C@@]2(O)CCCC[C@@H]2SC)C(C#N)=C1C1=CC=CC=C1,6.01
CC1=C(OC2=CC=C(F)C=C12)C(=O)NC1=CC=C(C=C1)S(=O)(=O)N1CCCCCC1,5.68
COC(=O)C1=CC=C(C=C1)[C@H]1N(C(=O)C2CC2)C2=CC=CC=C2NC2=C1C(=O)C[C@H](C2)C1=CC=CO1,4.44
NC(=O)CSC1=NC2=C(C(=O)N1CC1=CC=CO1)C1(CCCCC1)CC1=CC=CC=C21,5.45
FC1=CC=C(C=C1)C(=O)COC(=O)C1=CC(=CC=C1)N1C(=O)C2=CC=CC=C2C1=O,4.68
CC1=NC=CN1S(=O)(=O)C1=CC=C(Cl)C=C1,2.93
NC(=O)C1=C(C=CC(=C1)N1C(=O)[C@H]2CC=CC[C@@H]2C1=O)N1CCCCC1,3.68
CC(=O)OC1=CC=C(C=C1)C(=O)NC1=CC(=CC=C1)C(=O)C1=CC(NC(=O)C2=CC=C(OC(C)=O)C=C2)=CC=C1,5.34
CC1=CC=C(C=C1)N1[C@@H](NC2=CC=CC=C2C1=O)C1=CC=CC(=C1)[N+]([O-])=O,4.18
[O-][N+](=O)C1=CC(\C=N\N2C(=O)C3=CC=CC=C3C2=O)=C(Cl)C=C1,4.03
CC1=CC=C(NC(=O)C2=CC=C(C=C2)S(=O)(=O)N2CCOCC2)C(=C1)C(=O)C1=CC=CC=C1,4.54
CC(=O)C1=C(C)NC(SCC(=O)C2=CC=C(Cl)C=C2Cl)=C(C#N)[C@@H]1C1=CC=CS1,5.25
COC1=CC(=CC=C1)[C@H]1C(C(=O)OC[C@@H]2CCCO2)C(C)=NC2=C1C(=O)CCC2,3.62
NC(=O)C1=CC(=CC(NC(=O)C2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)=C1)C(N)=O,3.87
COC1=CC=CC=C1N1C(=O)C2=CC=C(C=C2C1=O)C(=O)NC1=CC=C(C=C1)C1=NN=C(O1)C1=CC=CC=C1,6.17
CC1=C([C@H](C2=CC(=CC=C2Cl)[N+]([O-])=O)C2=C(CC(C)(C)CC2=O)N1)C(=O)OC[C@@H]1CCCO1,4.53
