smiles,log_p
COc1ccc(Cc2cnc(N)nc2N)cc1I,2.45
CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC12C,3.13
CN(Cc1ccc(F)cc1)N=O,1.64
Clc1ccc(Cl)c(c2cc(Cl)ccc2Cl)c1,6.24
CCCC(=O)O,0.78
O=N(=O)c1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1,4.50
CCOc1ccccc1NC(=O)OC2CCCCC2CN(C)C,3.47
COc1ccc(Nc2nc(N)nc(O)n2)cc1OC,1.63
CCCc1ccccc1O,2.95
CC(=O)Oc1ccccc1C(=O)OCC(=O)N(C)CC(N)=O,0.01
CC(C)CN1C(=O)CC2CCC(C)C3CCC4(C)OOC23C1O4,3.60
O=C(O)CCCCCON=C(c1ccccc1)c2ccncn2,2.12
COc1cc(C=O)cc(OC)c1OC,1.49
CC(=O)Nc1cccc(OCC(=O)O)c1,0.81
O=C(O)c1ccc(N(=O)=O)c(O)c1,1.98
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCCO,1.40
CC1=CC(=O)C2CC1C2(C)C,2.30
CCC(C)C(NC(=O)C(CCC(=O)O)NC(C)=O)C(=O)NC(Cc1ccccc1)C(N)=O,0.57
Nc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,-0.22
CNC(=O)Oc1ccc(S(C)(=O)=O)cc1,0.74
Nc1ccc(S)cc1,1.57
CC(C)CC(NC(=O)C(N)Cc1ccc(O)cc1)C(=O)O,-1.30
CCS(=O)c1sc(C#N)c(C)c1C(C)=O,2.23
CC1CCCC1,3.15
CCCCCCCCOc1ccc(NC(=O)OCCN2CCOCC2)cc1,5.13
Cc1cccc(C)c1C(=N)c2ccccc2,3.59
CCCCOC(=O)C(C(=O)OCCCC)=C1SCCS1,4.36
O=C1CCC2CCCCC2C1,2.85
CSCCC(N)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,-0.56
Oc1c(Cl)cccc1Cl,3.15
COc1ccc2c(c1)N=C(C)NS2(=O)=O,0.46
CNC(=O)Oc1ccc(C)cc1,1.64
Cc1ccc(N)nc1,0.68
Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1,2.26
NS(=O)(=O)NS(=O)(=O)Nc1ccccc1,0.45
Clc1cccc(c2cc(Cl)ccc2Cl)c1,5.70
CN1COCc3c1ccc2cc4ccc5c(c4nc23)COC(=O)N5,2.57
CCCCCCC(CON(=O)=O)ON(=O)=O,2.84
O=S1(=O)OC(c2ccc(O)cc2)(c3ccc(O)cc3)c4ccccc14,3.15
CC(=O)OCOc1ccccc1C(N)=O,0.61
N#Cc1cc3ccccc3nc1Nc2c(N(=O)=O)cc(N(=O)=O)cc2C(F)(F)F,3.66
CN(C=O)c1ccc(S(=O)(=O)N(C)C)cc1,0.42
O=N(=O)c1cccc2ccccc12,3.20
CCCCNC(=O)C=Cc1ccc(N(=O)=O)o1,2.23
Clc1ccc3c(c1)oc2c(Cl)c(Cl)cc(Cl)c23,6.23
COCCN(N=Nc1[nH]cnc1C(N)=O)C(C)(C)C,1.12
ON=Cc1ccncc1,0.12
CCOC(=O)C(=Cc1ccc(OC)c(OC)c1)C(C)=O,2.40
Cc1ccc(Br)cc1,3.35
CCC(C)C1=Nc2ccc(Cl)cc2S(=O)(=O)N1,2.45
NC(=O)c1cccc(O)c1,0.93
Cc1ccc(CC2CCCC2(O)Cn3cncn3)cc1,2.51
Cc1cccc(OCCN(C)C)c1,2.06
Clc1ccc(Oc2ccc(Cl)cc2Cl)c(Cl)c1,6.02
O=C(NC(CO)C(O)c1ccc(NC(=O)C2CC2)cc1)C(Cl)Cl,1.23
CSC(C)=NOC(=O)N(C)SN(C)C(=O)OC(C)(C)C,2.40
CN(C)c1ncc(c2ccncc2)cc1C#N,2.19
Clc1cccc(c2cc(Cl)cc(Cl)c2)c1,5.69
CN(C)C(=O)CCOC(=O)c1ccccc1,1.15
CN1C3CC(OC(=O)C(CO)c4ccccc4)CC1C2OC23,1.40
FC(F)(F)CCc1ccccc1,3.11
FC(F)(F)c1ccccc1,2.91
NC(=O)c1cc(N(=O)=O)cc(N(=O)=O)c1,0.52
Cc1c(Sc2ccccc2)non1=O,2.67
Oc1cccc(Cl)n1,1.64
CCC(CC)COC(=O)N(C)C,2.65
Cc1noc(C=NO)n1,0.48
CCC(CC)C(=O)NS(=O)(=O)c1ccc(OC)cc1N,1.71
COC(=O)C1=C(C)NC(C)=C(C(=O)OC3CCCN(Cc4ccccc4)C3)C1c2cccc(N(=O)=O)c2,4.28
CCCCCCC1(CC)C(=O)NC(=O)NC1=O,2.68
CSc1cccc(N)c1,1.33
CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,0.34
COc1ccc(NC(=O)OCCN2CCOCC2)cc1,1.81
CCOC(=O)C(=Cc1ccccc1OC)C(C)=O,2.35
O=C(O)c1ccc(Oc2ccccc2)cc1,3.43
CS(=O)(=O)c1cccc(N(=O)=O)c1,0.86
CCOC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1NCc2ccco2,2.51
COCC(C1C(O)c3ccccc3OC1=O)C2C(O)c4ccccc4OC2=O,1.66
Cc1cc2c(cc1C)n(=O)c(N)nn2=O,0.09
NNC(=O)c1ccnc(c2ccccc2)c1,1.14
CCOC(=O)CON=Cc1ccc(OCCOC(=O)c2ccccc2OC)c(OC)c1,3.27
CN1CCc2ccccc2C1,1.73
O=C1CCNc2ccccc12,1.76
Cc1cccc(N=NN(C)C)c1,2.96
CCOP(=O)(OCC)Oc1ccc(N(=O)=O)cc1,2.05
CS(=O)c1ccsc1,0.93
Clc1cc3c(cc1Cl)Oc2c(Cl)ccc(Cl)c2O3,6.61
O=N(=O)c1ccc(OCCn2ccnc2)cc1,1.71
CC1(C)C=N(=O)C(C)(C)C1,0.71
Ic1ccccc1,3.00
O=Nc1ccc(O)cc1,1.12
CC(=O)CCC(C)C,1.88
c1ccc2ncncc2c1,1.03
Clc1cc2oc3c(Cl)cc(Cl)c(Cl)c3c2cc1Cl,6.67
Cc1nc(N(=O)=O)c(N(=O)=O)[nH]1,0.59
CCC(C)(Oc1ccc(Cl)cc1)C(=O)O,3.49
CCNCC(F)(F)F,1.05
O=C1NC(=S)SC1=Cc2ccc(N(=O)=O)o2,0.61
Clc1ccc(c2ccccc2Cl)cc1,5.14
CC(=O)NC1CCSC1=O,-0.40
CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,2.41
Clc1ccc3c(c1)Oc2ccccc2O3,4.86
CON(C)C(=O)Nc1ccc(OCCc2ccccc2)cc1,3.36
CCC(C)OC(=O)C(C(=O)OC(C)CC)=C1SCCS1,4.11
NCC(F)(F)F,0.15
CC(=O)NC(CO)C(N)=O,-1.82
O=C(Nc1ncc(N(=O)=O)s1)c2ccc(Cl)c(Cl)c2,3.47
CCOc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,3.82
CC(=O)c1ccccc1Br,2.45
Nc1ccnc2ccccc12,1.53
COC(=O)N(C(=O)N1COC3(C(=O)OC)Cc4cc(Cl)ccc4C3=N1)c2ccc(OC(F)(F)F)cc2,3.63
CC(=O)Nc1ccc2nn(C3CCCC3)nc2c1,2.53
CCCCC(OC(Cc1ccccc1)C(=O)N2CCC(OCOC)CC2)C(=O)NC(CC3CCCCC3)C(O)CC(C(=O)NCCNc4n[nH]c(N)n4)C(C)C,4.21
CC(=O)NC1NC(=O)c2ncn(COCCOC(C)=O)c2N1,-1.04
CC(=O)Oc1ccccc1Cl,2.35
Cc1ccccc1C2OCC3ON=C(c4ccccc4)C3CO2,3.25
CCN1C(=O)C(=O)c2ccccc2C1=O,1.20
CC(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(N)=O,0.79
COc1cccc(NC(C)=O)c1,1.01
O=C1NC(=O)C(c2ccccc2)(c3ccccc3)N1,2.26
COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,4.30
O=NN1CCC(Br)C(Br)C1,1.96
CC(C)c1ccccc1,3.67
CCc1ncc(N(=O)=O)n1CCNC(=S)OC,1.56
NC13CCCC1Cc2ccccc23,2.55
Clc1cc(Cl)cc(Oc2ccc(Cl)c(Cl)c2)c1,6.02
CN(C)c1cccc2c(S(N)(=O)=O)cccc12,1.92
Nc1ccc(C(F)(F)F)cc1,2.30
Cc1ccc(Cl)c(Cl)c1Cl,4.57
ON=Cc1ccccc1,1.71
Cc1oc2cc3OC(=O)CC(C)c3cc2c1C,3.71
CC(=O)Nc1ccc(Cl)cc1Cl,2.47
Cc1ccc(O[Si]23OCCN(CCO2)CCO3)cc1,1.75
CC(=O)NNC(=O)Nc1cccc(Br)c1,1.34
O=P(c1ccccc1)(c2ccccc2)c3ccccc3,4.04
NS(=O)(=O)c1ccc(SCCO)c(N(=O)=O)c1,0.40
Cc1ccc(O)c(n2nc3ccccc3n2)c1,2.64
Nc1ccc(C(=O)O)c(O)c1,0.62
OCc1cc(Cl)cc(Cl)c1O,2.21
NC1C2CN(c3nc5c(cc3F)C(=O)C(C(=O)O)CN5c4ccc(F)cc4F)CC12,0.01
COc1c(C)cccc1NC(C)=O,1.31
CCCCCCN(C)C(=O)c1cccc(Oc2ccccc2)c1,4.85
COc1cc(C2c3cc6c(cc3C(OC4OC7COC(c8cccs8)OC7C(O)C4O)C5COC(=O)C25)OCO6)cc(OC)c1O,2.78
O=C(O)Cc1cc(O)ccc1Nc2c(Cl)cccc2Cl,4.27
CCCNC(=O)COC(=O)Cc1ccc2cc(OC)ccc2c1,3.00
CCCCC(CC)CN,3.10
O=N(=O)c1cc2ccccc2n(=O)c1,0.69
CCN1CC(C(O)C(CC2CCCCC2)NC(=O)C(Cc3cnc[nH]3)NC(=O)C(Cc4ccc(OC)cc4)NC(=O)N5CC(O)C(O)C5)OC1=O,1.07
CCS(=O)(=O)CC,-0.31
O=C(NC(CO)C(O)c1ccc(N(=O)=O)cc1)C(Br)(Br)Br,2.17
Cc1nnc(c2ccccn2)o1,0.65
CCCN(CCCC(NC(C)=O)C(=O)NCc1ccccc1)C(=O)N(C)N=O,1.51
CCCCC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1,1.64
COCCn1cnc2C(=O)NC(Nc3ccccc3)Nc12,0.91
FC(F)(F)c1nc2ccccc2[nH]1,2.38
CN1C(=O)NC(=O)C(=O)C1=O,-0.72
FC(F)(F)c1ccc(C(F)(F)F)cc1,3.66
N#CC(Cl)(Cl)Cl,1.80
C=CCC(=O)Nc1ccc(Cl)c(Cl)c1,3.28
O=C(C(=O)c1ccco1)c2ccco2,1.55
CCC1SSC(=O)C1CC,3.15
c1nnn(C23CC4CC(CC(C4)C2)C3)n1,2.42
CC1Nc2ccccc2C(=O)N1CCC(=O)O,1.07
CCOC(=O)C(CC)(CC)C(=O)NC(N)=O,1.56
C=C1CC2c3c(O)cc(CCCCC)cc3OC(C)(C)C2CC1O,5.42
CNC(=O)ON=CC(C)(C)N(=O)=O,0.49
O=C(Cc1ccccc1)N2CCCCC2,2.40
O=C(Cn1ccnc1N(=O)=O)NCc2ccccc2,0.92
CC(CCO)CC(F)(F)F,1.56
Cc1nc(N(=O)=O)c(Cl)n1C,0.73
CCCCCCNc1ncnc3c1ncn3C2OC(CO)C(O)C2O,0.99
CCOP(N)(=O)SCC,0.26
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,0.84
Cc1ccc2c(c1)c(N(=O)=O)ccn2=O,1.22
COc1ccc(C(C)c2ccc(OC)cc2)cc1,4.50
Clc1cccc(N2CCN(CCn3nnc4ccccc34)CC2)c1,3.10
N#CC(=NOCC1OCCO1)c2ccccc2,1.28
CCC(=O)c1ccccc1O,2.11
C#CCOc1c(Cl)cc(NC=NOCC)cc1Cl,3.59
CCc1ccccc1OC(=O)NC,2.05
CC(C)=CC1C(C(=O)OCc2ccccc2)C1(C)C,5.19
CCCCCOc1cc(N)ccc1C(=O)O,2.61
C=C(C)C(=O)OCCCCCCCCCCCC,6.32
Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1,2.25
CC(C)CC1NC(=O)NC1=O,0.34
CC1CCC=C2N(C)C=C(C(N)=O)C(=O)N12,0.45
Cc1nc(C(Cl)(Cl)Cl)nc(C(Cl)(Cl)Cl)n1,3.49
Oc1ccc(Cl)c(Cl)c1,3.12
CSc1ccccc1C(N)=O,1.17
CC(C)OC(=O)CS(=O)c1ccc(Cl)cc1N(=O)=O,2.05
CC(=O)Oc1cc(OC(C)CCCc3ccccc3)cc4c1C2CC(O)CCC2C(C)N4C,5.81
O=S1(=O)NC(c2ccco2)=Nc3ccccc13,1.26
CC(=O)NC(C(=O)NC(C)C(=O)NC(C)C(N)=O)C(C)C,-1.15
CC(=O)COc1ccccc1,1.57
C=CCOC(=O)c1ccccc1C(=O)OCC=C,2.71
O=CN(Cc1ccccc1)c2ccccc2,2.34
C[Si](C)(C)c1ccc(O)cc1,3.13
CC1CCC(O)CC1,2.22
CSCCC(N)C(=O)O,-1.85
CC(C)NCc1cccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)c1,0.74
O=S(=O)(Nc1ccc(F)cc1F)C(F)(F)F,3.61
COP(=S)(OC)Oc1cc(C)c(N(=O)=O)c(C)c1,3.54
Cc1sc(S(C)=O)c(N(=O)=O)c1C,2.19
COc1ccc(Cn2cncn2)cc1,1.11
COCC1C(O)C(=O)CC(C)N1C,-0.41
Cn1nc2ccc(NC(=O)CCl)cc2n1,1.57
Clc1cc(Cl)c(Oc2ccccc2)c(Cl)c1,5.47
NS(=O)(=O)c1cc2c(s1)C(O)CCS2=O,-0.78
NC(=O)N=N(=O)c1ccccc1,0.79
CC(=O)Nc1nnc(S(N)(=O)=O)s1,-0.39
COc1cccc4c1C(=N)c2c(O)c6c(c(O)c2C4=O)CC(O)(C(O)CO)CC6OC3CC(N5CCOCC5)C(O)C(C)O3,1.05
CCCCCCCC(C)(C)c1ccc(C2CCCC(O)C2)c(O)c1,7.23
CCNC(=S)SC,0.53
c1ccc(Cc2nn[nH]n2)cc1,1.29
CCOc1ccc(c2nnc(NC(=O)c3c(OC)cccc3OC)s2)cc1,3.99
COc1ccc(C(=O)N(N)c2ccccc2)cc1,2.03
COP(=O)(OC)OC,-0.61
O=C1c3ccccc3C(=O)C1c2cccc(C(F)(F)F)c2,3.73
CC(C)CC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(N)Cc2ccc(O)cc2)C(=O)O,-0.40
COC(=O)C(C)=CC1C(C(=O)OCc2ccccc2)C1(C)C,4.07
O=n1onc(c2ccccc2)c1Cl,2.90
COC(=O)Cc1cccs1,1.82
CC(C)OC(=O)C(N)Cc1ccc(O)c(O)c1,0.50
Oc1ccc(Cl)cc1,2.37
Cn1c(CC(=O)O)cnc1C(=O)c2ccc(N(=O)=O)cc2,1.15
CCCCC(O)C(CCCCOc1cccc3ccccc13)n2cncn2,4.16
O=C1c2ccccc2Nc3ccccn13,3.22
O=C1CC(=O)NC(=O)N1,-1.12
CC(=O)Nc1ccccc1Br,2.08
CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,2.13
Cc1cccc(C(=O)NN(C(=O)c2ccccc2Cl)C(C)(C)C)c1,3.22
CC(C)NOc1c(N(=O)=O)cc(N(=O)=O)cc1N(=O)=O,1.47
CCCCOCCOCCOCCCC,2.48
CCCCSC1=CC(=O)c2ccccc2C1=O,3.66
S=C=Nc1ccc2cc3ccccc3cc2c1,5.52
CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,2.16
CCCn1cnc2c(N)ncnc12,0.82
CCCCOC(=O)c1ccccc1O,3.60
COC(=O)n1cc(CC(NC(=O)CC2NC(=O)C6C7CCC(CC7)N6C2=O)C(=O)NC(Cc3ccccc3)C(=O)N(C)Cc4ccccc4)c5ccccc15,4.41
Nc1ccc(S(=O)(=O)Nc2ccc3nn(C4CCCC4)nc3c2)cc1,2.94
c1ccc(c2ncn[nH]2)cc1,1.33
COC1(OC)C(N3CCOCC3)=NC(=O)N1c2ccc(Cl)cc2,1.23
C=CC(=O)NCCN(C)C,-0.35
COc1ccccc1N2CCN(c3ccc(Nn4c(C)ccc4C)nn3)CC2,3.61
Brc1cccc(Br)c1,3.73
NS(=O)(=O)c1cc2c(cc1Cl)NC(CCl)NS2(=O)=O,0.39
CNc1nc(C)nc3c1ncn3C2OC(CO)CC2F,0.93
COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N3CC3)C1=O,0.05
O=C(COc1ccc(OCCNCC(O)COc3ccccc3)cc1)N2CCc4ccccc4C2,3.21
CC(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(N)=O,0.22
OCc1cc(Cl)cc(Cl)c1,2.51
CCc1ccc2ccccc2c1,4.47
O=Cc1cc(Br)ccc1Br,2.94
CC(C)(C)S(=O)(=O)CC(Cc1ccccc1)C(=O)NC(Cc2cnc[nH]2)C(=O)NC(CC3CCCCC3)C(O)C(O)C4CC4,2.42
CC(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,3.03
CC(=O)Cn1ccnc1N(=O)=O,-0.07
O=N(=O)c1cc(Cl)c(O)c(Cl)c1Cl,3.60
CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(N)CCSC)C(C)CC)C(=O)O,-0.14
CCOC(=O)CN1C(=O)CC1Oc2ccc(C(=O)C=Cc3ccccc3)cc2,3.02
CCC(=O)CC(=O)CC,1.18
CNP(=O)(OC)Oc1cc(Cl)c(Cl)cc1Cl,2.96
C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,1.94
CCC(NC(C)=O)C(=O)OC,-0.00
O=C1NC(=O)C(=O)C(=O)N1,-0.85
COC(=O)CCC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C,2.39
COC1=CC(=O)C=C(OC)C1=O,0.36
CCCCN1C(=O)NC(=O)C(=O)C1=O,0.41
CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,3.76
O=C(Cn1cnc(N(=O)=O)n1)NCCO,-1.44
CCCCCCOC(=O)C(CC)C(CO)Cc1cncn1C,2.68
O=C(CCCN1CCN(c3ccccn3)CC1)c2ccc(F)cc2,2.73
CCCC(=O)OCOC(=O)c1ccccc1OC(C)=O,2.10
CCCCC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C,3.56
Nc1cc(Cl)cc(Cl)c1,2.71
Cc1cnc2ccccc2c1,2.53
CC(C)NC1=NC(=O)C(=Cc2ccc(N(=O)=O)o2)S1,1.51
CCCCCCCOc1cccc(NC(=O)OCCN2CCCCC2)c1,5.79
N#Cc1cccc(N=C=S)c1,2.56
CCCCCCCCCCCCCCCC(=O)O,7.23
CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,3.88
CC(C)C(N)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,-1.69
COc1cc(OC)c(CC(C)N)c(OC)c1,1.36
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c2ccccc2F,2.47
CC(N)CC1CCCCC1,2.88
O=C(O)CCCl,0.44
N#CSCc1ccccc1,2.18
CCCc1nc(NCC)nc(N2CCOCC2)n1,2.40
CCNC(=O)c1cccc(C)c1,1.52
Cc1cc(C)c(NC2=NCCN2)c(C)c1,2.09
CC(C)CNC(=O)C=Cc1ccc(N(=O)=O)o1,2.07
COC(=O)c1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,3.55
CCCN(CC)CC(F)(F)F,2.48
CC(=O)Oc1ccccc1C(=O)OCS(C)=O,0.90
CN(C)C(=O)OCc1ccc(N(=O)=O)cc1,1.73
CC(=O)Nc1ccc(S(I)=C(N(C)C)N(C)C)cc1,-0.90
CCCOc1cccc(O)c1,2.37
COC(=O)c1ccc(CN(C)N=O)cc1,1.44
CCCCCC(=O)Nc1ccccc1,3.06
CC(C)(C)C(COc1ccc(Cl)cc1)OC(=O)n2ccnc2,4.17
CN(C)CCNC(=O)c1ccccc1,1.00
Cn1cnc(Cl)c1N(=O)=O,0.55
CC1(C)C(=O)NC(=O)NC1=O,-0.21
N#N=NC1CC(N2CCC(N)NC2=O)OC1CO,-0.86
CN(C)C(N(C)C)=S(I)c1ccc(Cl)cc1,0.01
Cc1c(F)c(F)c(C(=O)O)c(F)c1F,2.49
CCc1csc(c2ccc(C(C)C(=O)O)cc2F)n1,4.18
Clc1cc2c(oc3c(Cl)c(Cl)ccc23)c(Cl)c1Cl,6.65
CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl,4.55
CCC(C(=O)OCc1ccc(Cl)cc1)C(COC(=O)c2ccccc2)Cc3cncn3C,4.98
NCC(CC(=O)O)c1ccc(Cl)cc1,-0.82
O=C1NC(Nc2ccccc2)Nc3c1ncn3CC(O)CO,0.06
CCCCCCCCCC,5.87
CCCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,4.02
CCCCCOC(C)=O,2.46
COc1ccccc1C(=O)NCCN,-0.00
CC(C)C1(C)N=C(c2ncc3ccccc3c2C(=O)O)NC1=O,2.07
CC(C)NC(=NC#N)NS(=O)(=O)c1cnccc1NC2CCCCCCCCCCC2,4.79
CCCN(CCCCC(NC(C)=O)C(=O)NCc1ccccc1)C(=O)N(CCCl)N=O,2.45
Cc1ncc(CO)c(C=NNC(=O)c2ccc(C(C)(C)C)cc2)c1O,3.63
Cc1cnc(c2ccc(F)cc2)c(c3ccc(F)cc3)n1,4.05
CCC1CC(=O)SS1,2.11
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc23)ccc1Cl,1.27
